epoch,loss
1,0.01800138602259024
2,0.008007249974097365
3,0.0042523639086601145
4,0.0018263783521725043
5,0.0012402374908454927
6,0.0012130870374888227
7,0.0012079768732415617
8,0.0011873393533693443
9,0.0011545173758561768
10,0.0011215060023230374
11,0.0010852642407927896
12,0.0010458497130174983
13,0.0010223375793694924
14,0.000954855255400016
15,0.0009476234107336212
16,0.0008980510417299653
17,0.0008806379892297787
18,0.0008360422336223671
19,0.0008057973257175777
20,0.0008489857936960442
21,0.0007997661120489548
22,0.0007566319290939981
23,0.0006709787241111238
24,0.0006332890508876287
25,0.0005754152147770601
26,0.000534831285407457
27,0.0005349263474493199
28,0.0005512160794406881
29,0.0005889004262305375
30,0.00047802960948369554
31,0.00044243647502722544
32,0.0004654123394908152
33,0.00043215366112968535
34,0.000410207328889211
35,0.000395998322465919
36,0.0003939040960052878
37,0.000382374151502394
38,0.0004266526513003679
39,0.00045998121663835915
40,0.00038354889010874614
41,0.00039996786704559606
42,0.00044646955812531464
43,0.00047730392058388
44,0.000468772892020849
45,0.0005336029664284829
46,0.0005060293255976751
47,0.00043620914175776705
48,0.00043072037125913763
49,0.00041860845372795966
50,0.0004009178957363757
51,0.00037642868227901524
52,0.0003732775001445739
53,0.0003731719574257245
54,0.00038185771657843416
55,0.0003721127134102645
56,0.0004080741110485478
57,0.0003960508078554853
58,0.000408081822627634
59,0.0004024028218330748
60,0.0004015552665593523
61,0.0004374740166135824
62,0.0004209104604386579
63,0.0003811839738172972
64,0.00033109732067688016
65,0.00031306916920125464
66,0.000388059441461646
67,0.00034680170147642023
68,0.0003576879438590818
69,0.00036340098030300354
70,0.00038549016888070575
71,0.00036972348397222994
72,0.00040077316947804097
73,0.0003453330343811845
74,0.00040005319998863783
75,0.0003178228204261067
76,0.00033704532137721576
77,0.0003928481881002793
78,0.0003685325678215855
79,0.0004161239145829419
80,0.0003635345517147815
81,0.0003234011528901055
82,0.0003126836522162052
83,0.00029646407698608317
84,0.0003117344241191744
85,0.0003008228835718451
86,0.0003047996887492719
87,0.00033513521315204714
88,0.00030755925580732877
89,0.0003277629390290757
90,0.00031443718096375715
91,0.0003949558484290039
92,0.00034905731084912525
93,0.00036355952930905704
94,0.00034143323682656046
95,0.0003173464641963398
96,0.0003121811260313637
97,0.00029939455152910263
98,0.0003088237051697345
99,0.00024199521516652346
100,0.00021736027091393022
101,0.0002172912551667677
102,0.00021433237905565196
103,0.0002263388758506462
104,0.00024336303724640035
105,0.00026112561528014304
106,0.00027621070759637097
107,0.00028642542286177965
108,0.00030312197204075697
109,0.0003764349295009912
110,0.0004426840292951753
111,0.0003458500228077258
112,0.00031215214927850894
113,0.0003034684897958639
114,0.00024641344038773416
115,0.00021968793258936572
116,0.00020153096857117897
117,0.00018971758681712264
118,0.0001847633947169386
119,0.00018562050166295998
120,0.00019391755605169042
121,0.00020056752726181073
122,0.0002099579080483804
123,0.00022806675418534937
124,0.0002419024069893973
125,0.0002479003020480995
126,0.0002789984245220729
127,0.0002663314797564012
128,0.00031350305636400116
129,0.00035864396422148625
130,0.0003903897293869183
131,0.0004128418133793443
132,0.00037959795548162114
133,0.00030327361047648524
134,0.0002263566667325789
135,0.00021751719222910413
136,0.00020385711026021667
137,0.00020413441330515745
138,0.000205039136047171
139,0.00020980201418407303
140,0.0002203992566296399
141,0.00022588169510694993
142,0.000272308554967027
143,0.0002840808362714032
144,0.0002664430323632596
145,0.0003699193995681058
146,0.00028473519705585204
147,0.00032590165374219473
148,0.0003705071054549619
149,0.00036716142197124583
150,0.00034162988371798684
151,0.00045836155508703933
152,0.0004952131623866486
153,0.0004158767907267371
154,0.0005414491059577946
155,0.00041900283335035587
156,0.0002899596793566479
157,0.00031340271988421626
158,0.00034579068059190706
